"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"Title: <SPLIT>Description: Cassini Heads Toward Giant Moon on Saturn (AP) AP - The U.S.-European spacecraft Cassini hurtled Tuesday toward its closest encounter yet with Saturn's giant moon Titan.","Title: <SPLIT>Description: Cassini Heads Toward Giant Moon on Saturn (AP) AP - The U.S.-European spacecraft Cassini hurtled Tuesday toward its closest encounter yet with Saturn's giant moon Titan.",1.0,1.0,1,1,3,1,"Skipped"
"Title: <SPLIT>Description: EU weighs euro #39;s rise against dollar European Union finance ministers considered the ever-strengthening euro against the dollar Monday amid appeals for Washington to rein in its budget and current account deficits to stop the slide of the US currency.","Title: <SPLIT>Description: EU weighs euro #39;s rise against dollar European Union finance ministers considered the ever-strengthening euro against the dollar Monday amid appeals for Washington to rein in its budget and current account deficits to stop the slide of the US currency.",1.0,1.0,1,1,2,1,"Skipped"
"Title: <SPLIT>Description: Zurich Employees Plead Guilty in Probe  NEW YORK (Reuters) - Two senior insurance underwriters at  Zurich American Insurance Co. pleaded guilty  on Tuesday to  misdemeanors related to bid-rigging in the insurance market.","Title: <SPLIT>Description: Zurich Employees Plead Guilty in Probe  NEW YORK (Reuters) - Two senior insurance underwriters at  Zurich American Insurance Co. pleaded guilty  on Tuesday to  misdemeanors related to bid-rigging in the insurance market.",1.0,1.0,1,1,2,1,"Skipped"
"Title: <SPLIT>Description: Scientists Try to Save Largest Salamander (AP) AP - The population of North America's largest salamander is plummeting in Missouri and Arkansas, and scientists from five states met to consider how to prevent the creature's disappearance.","Title: <SPLIT>Description: Scientists Try to Save Largest Salamander (AP) AP - The population of North America's largest salamander is plummeting in Missouri and Arkansas, and scientists from five states met to consider how to prevent the creature's disappearance.",1.0,1.0,1,1,3,1,"Skipped"
"Title: <SPLIT>Description: Rivera was a corner stone for Ruiz NEW YORK -- For a time Saturday night, John Ruiz was ready to give up.","Title: <SPLIT>Description: Rivera was a corner stone for Ruiz NEW YORK -- For a time Saturday night, John Ruiz was ready to give up.",0.0,0.0,1,1,1,80,"Failed"
"Title: <SPLIT>Description: ""Rocky Legends; Tony Hawk's Underground 2; Nisus Writer Express 2.0; Surfsaver 6 This is the second Rocky video game in two years -- even though it's been 14 years since the last """"Rocky"""" flick.""","Title: <SPLIT>Description: ""Rocky Legends; Tony Hawk's Underground 2; Nisus Writer Express 2.0; Surfsaver 6 This is the second Rocky video game in two years -- even though it's been 14 years since the last """"Rocky"""" flick.""",1.0,1.0,1,1,3,1,"Skipped"
"Title: <SPLIT>Description: Africa condemned to major polio epidemic - U.N. (Reuters) Reuters - A major polio epidemic in West and Central Africa is inevitable in coming months, but the disease could be eradicated worldwide next year by mass immunisations, the World Health Organisation (WHO) said on Friday.","Title: <SPLIT>Description: Africa condemned to major polio epidemic - U.N. (Reuters) Reuters - A major polio epidemic in West and Central Africa is inevitable in coming months, but the disease could be eradicated worldwide next year by mass immunisations, the World Health Organisation (WHO) said on Friday.",1.0,1.0,1,1,0,1,"Skipped"
"Title: <SPLIT>Description: Marlins righthander Burnett to miss Friday #39;s start Miami, FL (Sports Network) - Florida Marlins starting pitcher AJ Burnett is hampered with inflammation in his right elbow and will miss his scheduled start on Friday against the Atlanta Braves.","Title: <SPLIT>Description: Marlins righthander Burnett to miss Friday #39;s start Miami, FL (Sports Network) - Florida Marlins starting pitcher AJ Burnett is hampered with inflammation in his right elbow and will miss his scheduled start on Friday against the Atlanta Braves.",0.0,0.0,1,1,1,146,"Failed"
"Title: <SPLIT>Description: Feds Make A Strike Against Spyware Companies WASHINGTON -- In what regulators are calling a first, the federal government has asked for a court order to shut down a spyware operation.","Title: <SPLIT>Description: Feds Make A Strike Against Spyware Companies WASHINGTON -- In what regulators are calling a first, the federal government has asked for a court order to shut down a spyware operation.",1.0,1.0,1,1,3,1,"Skipped"
"Title: <SPLIT>Description: UPDATE 2-Chelsea sack Mutu after positive dope test Chelsea have sacked their Romanian striker Adrian Mutu after he tested positive for cocaine last month.  quot;Chelsea has terminated the contract of Adrian Mutu for gross misconduct, quot; the Premier League club said on Friday.","Title: <SPLIT>Description: UPDATE 2-Chelsea sack Mutu after positive dope test Chelsea have sacked their Romanian striker Adrian Mutu after he tested positive for cocaine last month.  quot;Chelsea has terminated the contract of Adrian Mutu for gross misconduct, quot; the Premier League club said on Friday.",0.0,0.0,1,1,1,170,"Failed"
"Title: <SPLIT>Description: ""GM May Close Plant in Europe  DETROIT (Reuters) - General Motors Corp. &lt;A HREF=""""http://www.investor.reuters.com/FullQuote.aspx?ticker=GM.N target=/stocks/quickinfo/fullquote""""&gt;GM.N&lt;/A&gt; will likely  cut some jobs in Europe and may close a plant there as part of  a restructuring plan under development to try to return the  region to profitability, the U.S. automaker said on Wednesday.""","Title: <SPLIT>Description: ""GM May Close Plant in Europe  DETROIT (Reuters) - General Motors Corp. &lt;A HREF=""""http://www.investor.reuters.com/FullQuote.aspx?ticker=GM.N target=/stocks/quickinfo/fullquote""""&gt;GM.N&lt;/A&gt; will likely  cut some jobs in Europe and may close a plant there as part of  a restructuring plan under development to try to return the  region to profitability, the U.S. automaker said on Wednesday.""",1.0,1.0,1,1,2,1,"Skipped"
"Title: <SPLIT>Description: Lawmakers Grill Citigroup Japan Chief Citigroup #39;s top executive in Japan endured unprecedented questioning by lawmakers on Tuesday over a scandal at the firm #39;s private bank in the country, the latest turn in a high-profile case that has embarrassed the world #39;s biggest ","Title: <SPLIT>Description: Lawmakers Grill Citigroup Japan Chief Citigroup #39;s top executive in Japan endured unprecedented questioning by lawmakers on Tuesday over a scandal at the firm #39;s private bank in the country, the latest turn in a high-profile case that has embarrassed the world #39;s biggest ",1.0,1.0,1,1,2,1,"Skipped"
"Title: <SPLIT>Description: Shares of Video Game Makers Rise Sharply Shares of video game makers rose sharply Friday after analysts reported industry sales increased 11 percent last month due mainly to the strength of two blockbuster titles that have proven to be the holiday season #39;s biggest sellers.","Title: <SPLIT>Description: Shares of Video Game Makers Rise Sharply Shares of video game makers rose sharply Friday after analysts reported industry sales increased 11 percent last month due mainly to the strength of two blockbuster titles that have proven to be the holiday season #39;s biggest sellers.",1.0,1.0,1,1,2,1,"Skipped"
"Title: <SPLIT>Description: Vodafone hires Citi for Cesky bid (TheDeal.com) TheDeal.com - The U.K. mobile giant wants to find a way to disentagle the Czech wireless and fixed-line businesses.","Title: <SPLIT>Description: Vodafone hires Citi for Cesky bid (TheDeal.com) TheDeal.com - The U.K. mobile giant wants to find a way to disentagle the Czech wireless and fixed-line businesses.",1.0,1.0,0,0,3,1,"Skipped"
"Title: <SPLIT>Description: No deal on dollar as US shrugs off European pressure Europe and Japan failed yesterday to persuade the United States to address the decline in the dollar, despite talks at a fractious meeting of the Group of 20 industrialised and developing nations.","Title: <SPLIT>Description: No deal on dollar as US shrugs off European pressure Europe and Japan failed yesterday to persuade the United States to address the decline in the dollar, despite talks at a fractious meeting of the Group of 20 industrialised and developing nations.",1.0,1.0,1,1,2,1,"Skipped"
"Title: <SPLIT>Description: Bosox strike deal with Mirabelli; Yanks, Flaherty close The Boston Red Sox have signed backup catcher Doug Mirabelli to a two-year deal worth \$3 million, making him the first of the World Series champions #39; 16 free agents to re-sign.","Title: <SPLIT>Description: Bosox strike deal with Mirabelli; Yanks, Flaherty close The Boston Red Sox have signed backup catcher Doug Mirabelli to a two-year deal worth \$3 million, making him the first of the World Series champions #39; 16 free agents to re-sign.",0.0,0.0,1,1,1,161,"Failed"
"Title: <SPLIT>Description: Tribe challenges American origins Some of the earliest settlers of America may have been from Australia, southern Asia, and the Pacific, not northern Asia, research suggests.","Title: <SPLIT>Description: Tribe challenges American origins Some of the earliest settlers of America may have been from Australia, southern Asia, and the Pacific, not northern Asia, research suggests.",1.0,1.0,1,1,3,1,"Skipped"
"Title: <SPLIT>Description: Firefox 1.0 Presents Threat to IE The Firefox browser offers superior security features over Internet Explorer -- and as long as IE drives more than 90 percent of the world #39;s computers, hackers will continue to make it a target.","Title: <SPLIT>Description: Firefox 1.0 Presents Threat to IE The Firefox browser offers superior security features over Internet Explorer -- and as long as IE drives more than 90 percent of the world #39;s computers, hackers will continue to make it a target.",1.0,1.0,1,1,3,1,"Skipped"
"Title: <SPLIT>Description: Man U condemns fan protest against Glazer Manchester United [[criticized]] fans who disrupted a game between reserve teams to protest a potential takeover of the famed English soccer club by Tampa Bay Buccaneers owner Malcolm Glazer.","Title: <SPLIT>Description: Man U condemns fan protest against Glazer Manchester United [[critLcized]] fans who disrupted a game between reserve teams to protest a potential takeover of the famed English soccer club by Tampa Bay Buccaneers owner Malcolm Glazer.",0.0,1.0,1,0,1,70,"Successful"
"Title: <SPLIT>Description: SpaceShipOne Rolls Toward Victory MOJAVE, California -- A Southern California aerospace team took a big step toward capturing the \$10 million Ansari X Prize Wednesday, but not without surviving a scary moment when the pilot found himself in a rapid spin as he roared across the threshold ","Title: <SPLIT>Description: SpaceShipOne Rolls Toward Victory MOJAVE, California -- A Southern California aerospace team took a big step toward capturing the \$10 million Ansari X Prize Wednesday, but not without surviving a scary moment when the pilot found himself in a rapid spin as he roared across the threshold ",1.0,1.0,1,1,3,1,"Skipped"
"Title: <SPLIT>Description: Israel Urges Sanctions on Iran for Nuke Program  UNITED NATIONS (Reuters) - Israel urged the United Nations  on Wednesday to move toward sanctions against Iran because  Tehran is never going to abandon its alleged quest for nuclear  weapons.","Title: <SPLIT>Description: Israel Urges Sanctions on Iran for Nuke Program  UNITED NATIONS (Reuters) - Israel urged the United Nations  on Wednesday to move toward sanctions against Iran because  Tehran is never going to abandon its alleged quest for nuclear  weapons.",1.0,1.0,3,3,0,1,"Skipped"
"Title: <SPLIT>Description: Summer Box Office Hits a High, Despite Lows In a summer when many of the studios' biggest bets failed to pay off, it was familiarity in the form of sequels and low-budget comedies that resonated with movie audiences.","Title: <SPLIT>Description: Summer Box Office Hits a High, Despite Lows In a summer when many of the studios' biggest bets failed to pay off, it was familiarity in the form of sequels and low-budget comedies that resonated with movie audiences.",1.0,1.0,1,1,2,1,"Skipped"
"Title: <SPLIT>Description: OPEC Aims for 4 Pct Boost in Oil Quotas  VIENNA (Reuters) - OPEC's core Gulf producers will  recommend the cartel raise supply quotas by one million barrels  a day, four percent, Kuwaiti Oil Minister Sheikh Ahmad al-Fahd  al-Sabah said on Wednesday.","Title: <SPLIT>Description: OPEC Aims for 4 Pct Boost in Oil Quotas  VIENNA (Reuters) - OPEC's core Gulf producers will  recommend the cartel raise supply quotas by one million barrels  a day, four percent, Kuwaiti Oil Minister Sheikh Ahmad al-Fahd  al-Sabah said on Wednesday.",1.0,1.0,1,1,2,1,"Skipped"
"Title: <SPLIT>Description: Powell Meets with Middle East Leaders CBN.com - (CBN News) -ERUSALEM  -h the death of Yasser Arafat behind them, the Palestinians and Israelis are now facing an historic opportunity to move forward in peace.","Title: <SPLIT>Description: Powell Meets with Middle East Leaders CBN.com - (CBN News) -ERUSALEM  -h the death of Yasser Arafat behind them, the Palestinians and Israelis are now facing an historic opportunity to move forward in peace.",1.0,1.0,1,1,0,1,"Skipped"
"Title: <SPLIT>Description: India 4th largest economy: World Bank Ahead of the International Monetary Fund-World Bank meeting, the World Bank on Tuesday placed India as the fourth largest economy in terms of purchasing power parity, even as it said the country lagged behind in technology and efficiency.","Title: <SPLIT>Description: India 4th largest economy: World Bank Ahead of the International Monetary Fund-World Bank meeting, the World Bank on Tuesday placed India as the fourth largest economy in terms of purchasing power parity, even as it said the country lagged behind in technology and efficiency.",1.0,1.0,1,1,2,1,"Skipped"
"[[Title]]: <SPLIT>Description: Helm #39;s perfect 10 And the two-and-a-half back somersaults with one and a half twists in a pike position turned out to be his ticket to a silver medal.","[[Titl]]: <SPLIT>Description: Helm #39;s perfect 10 And the two-and-a-half back somersaults with one and a half twists in a pike position turned out to be his ticket to a silver medal.",0.0,1.0,1,0,1,24,"Successful"
"Title: <SPLIT>Description: [[UPDATE]] 1-Rookie Johnson shares Buick lead with Funk Rookie Zach Johnson produced the day #39;s joint best score, a five-under-par 65, to join Fred Funk at the top of the leaderboard after the second round of the \$4.","Title: <SPLIT>Description: [[PUDATE]] 1-Rookie Johnson shares Buick lead with Funk Rookie Zach Johnson produced the day #39;s joint best score, a five-under-par 65, to join Fred Funk at the top of the leaderboard after the second round of the \$4.",0.0,1.0,1,0,1,33,"Successful"
"Title: <SPLIT>Description: ""SunGard to Spin Off Data Recovery Unit  NEW YORK (Reuters) - SunGard Data Systems Inc. &lt;A HREF=""""http://www.investor.reuters.com/FullQuote.aspx?ticker=SDS.N target=/stocks/quickinfo/fullquote""""&gt;SDS.N&lt;/A&gt; on  Monday said it would spin off its data recovery business,  sending its stock up 11 percent to a four-month high.""","Title: <SPLIT>Description: ""SunGard to Spin Off Data Recovery Unit  NEW YORK (Reuters) - SunGard Data Systems Inc. &lt;A HREF=""""http://www.investor.reuters.com/FullQuote.aspx?ticker=SDS.N target=/stocks/quickinfo/fullquote""""&gt;SDS.N&lt;/A&gt; on  Monday said it would spin off its data recovery business,  sending its stock up 11 percent to a four-month high.""",1.0,1.0,1,1,2,1,"Skipped"
"Title: <SPLIT>Description: Sudanese rebels squabble with government over ceasefire violations (AFP) AFP - Sudanese rebels walked away from African Union peace talks to hold a 24-hour boycott in protest at alleged government attacks on civilians in the war-torn western province of Darfur.","Title: <SPLIT>Description: Sudanese rebels squabble with government over ceasefire violations (AFP) AFP - Sudanese rebels walked away from African Union peace talks to hold a 24-hour boycott in protest at alleged government attacks on civilians in the war-torn western province of Darfur.",1.0,1.0,1,1,0,1,"Skipped"
"Title: <SPLIT>Description: Level 3 Acquires Sprint #39;s Wholesale Dial-Up Internet Business Level 3 today announced that it has purchased Sprint #39;s wholesale dial-up Internet access business for \$34 million in cash. Sprint is one of the largest providers of wholesale dial-up service to ISPs in North America.","Title: <SPLIT>Description: Level 3 Acquires Sprint #39;s Wholesale Dial-Up Internet Business Level 3 today announced that it has purchased Sprint #39;s wholesale dial-up Internet access business for \$34 million in cash. Sprint is one of the largest providers of wholesale dial-up service to ISPs in North America.",1.0,1.0,1,1,2,1,"Skipped"
"Title: <SPLIT>Description: Pakistan Tests Medium-Range Nuclear-Capable Missile (Reuters) Reuters - Pakistan test-fired on Wednesday a\nuclear-capable, surface-to-surface ballistic missile, capable\of hitting targets deep inside arch-rival India.","Title: <SPLIT>Description: Pakistan Tests Medium-Range Nuclear-Capable Missile (Reuters) Reuters - Pakistan test-fired on Wednesday a\nuclear-capable, surface-to-surface ballistic missile, capable\of hitting targets deep inside arch-rival India.",1.0,1.0,1,1,0,1,"Skipped"
"Title: <SPLIT>Description: Greenland criminals take road back to society, not prison (AFP) AFP - Some 20 people gather for a lunch of whale meat and potatoes inside a large wooden building facing a frozen fjord bathed in sunlight. No, these are not tourists on vacation, but rather criminals serving time in one of Greenland's open penal centers.","Title: <SPLIT>Description: Greenland criminals take road back to society, not prison (AFP) AFP - Some 20 people gather for a lunch of whale meat and potatoes inside a large wooden building facing a frozen fjord bathed in sunlight. No, these are not tourists on vacation, but rather criminals serving time in one of Greenland's open penal centers.",1.0,1.0,1,1,0,1,"Skipped"
"[[Title]]: <SPLIT>Description: Profile: Leftist Vazquez wins Uruguay presidential poll Uruguay #39;s leftist candidate Tabare Vazquez won a historic victory in Sunday #39;s presidential elections with more than 50 percent of the ballot.","[[TiHtle]]: <SPLIT>Description: Profile: Leftist Vazquez wins Uruguay presidential poll Uruguay #39;s leftist candidate Tabare Vazquez won a historic victory in Sunday #39;s presidential elections with more than 50 percent of the ballot.",0.0,1.0,0,1,0,29,"Successful"
"Title: <SPLIT>Description: Cisco, Fujitsu team on high-end networking Fujitsu has joined the networking parade by agreeing to sell Cisco #39;s high-end routers and switches in Japan. It should come as no surprise as the market for high-end routers heats up.","Title: <SPLIT>Description: Cisco, Fujitsu team on high-end networking Fujitsu has joined the networking parade by agreeing to sell Cisco #39;s high-end routers and switches in Japan. It should come as no surprise as the market for high-end routers heats up.",1.0,1.0,1,1,3,1,"Skipped"
