"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"the lion king was a roaring success when it was released eight years ago , but on imax it seems [[better]] , not just bigger .","the lion king was a roaring success when it was released eight years ago , but on imax it seems [[bFetter]] , not just bigger .",0.0,1.0,1,0,1,200,"Successful"
"[[jose]] campanella delivers a loosely autobiographical story brushed with sentimentality but brimming with gentle humor , bittersweet pathos , and lyric moments that linger like snapshots of memory .","[[jWose]] campanella delivers a loosely autobiographical story brushed with sentimentality but brimming with gentle humor , bittersweet pathos , and lyric moments that linger like snapshots of memory .",0.0,0.0,1,1,1,200,"Failed"
"with [[virtually]] no interesting elements for an audience to focus on , chelsea walls is a triple-espresso endurance challenge .","with [[vDirtually]] no interesting elements for an audience to focus on , chelsea walls is a triple-espresso endurance challenge .",0.0,0.0,0,0,0,200,"Failed"
"a [[science-fiction]] pastiche so lacking in originality that if you stripped away its inspirations there would be precious little left .","a [[scIience-fiction]] pastiche so lacking in originality that if you stripped away its inspirations there would be precious little left .",0.0,0.0,0,0,0,200,"Failed"
"ahhhh ... revenge is [[sweet]] !","ahhhh ... revenge is [[sdeet]] !",0.0,1.0,1,0,1,86,"Successful"
"[[immersing]] us in the endlessly inventive , fiercely competitive world of hip-hop djs , the project is sensational and revelatory , even if scratching makes you itch .","[[iImmersing]] us in the endlessly inventive , fiercely competitive world of hip-hop djs , the project is sensational and revelatory , even if scratching makes you itch .",0.0,0.0,1,1,1,200,"Failed"
"[[comes]] ... uncomfortably close to coasting in the treads of the bicycle thief .","[[cOomes]] ... uncomfortably close to coasting in the treads of the bicycle thief .",0.0,0.0,0,0,0,200,"Failed"
"the second coming of harry potter is a film far [[superior]] to its predecessor .","the second coming of harry potter is a film far [[sueprior]] to its predecessor .",0.0,1.0,1,0,1,200,"Successful"
"[[irwin]] is a man with enough charisma and audacity to carry a dozen films , but this particular result is ultimately held back from being something greater .","[[idwin]] is a man with enough charisma and audacity to carry a dozen films , but this particular result is ultimately held back from being something greater .",0.0,0.0,0,0,0,200,"Failed"
"it 's fun [[lite]] .","it 's fun [[lie]] .",0.0,1.0,1,0,1,16,"Successful"
"instead , he [[shows]] them the respect they are due .","instead , he [[shods]] them the respect they are due .",0.0,1.0,1,0,1,102,"Successful"
"has a lot of the virtues of eastwood at his [[best]] .","has a lot of the virtues of eastwood at his [[bewt]] .",0.0,1.0,1,0,1,102,"Successful"
"` [[easily]] my choice for one of the year 's best films . '","` [[eaXsily]] my choice for one of the year 's best films . '",0.0,0.0,1,1,1,116,"Failed"
"the [[film]] is based on truth and yet there is something about it that feels incomplete , as if the real story starts just around the corner .","the [[fYilm]] is based on truth and yet there is something about it that feels incomplete , as if the real story starts just around the corner .",0.0,0.0,0,0,0,200,"Failed"
"[[instead]] of hiding pinocchio from critics , miramax should have hidden it from everyone .","[[iDnstead]] of hiding pinocchio from critics , miramax should have hidden it from everyone .",0.0,0.0,0,0,0,200,"Failed"
"[[thanks]] to haynes ' absolute control of the film 's mood , and buoyed by three terrific performances , far from heaven actually pulls off this stylistic juggling act .","[[tahnks]] to haynes ' absolute control of the film 's mood , and buoyed by three terrific performances , far from heaven actually pulls off this stylistic juggling act .",0.0,0.0,1,1,1,200,"Failed"
"something akin to a japanese alice through the looking glass , except that it seems to take itself far more seriously .","something akin to a japanese alice through the looking glass , except that it seems to take itself far more seriously .",1.0,1.0,0,0,1,1,"Skipped"
"it all [[drags]] on so interminably it 's like watching a miserable relationship unfold in real time .","it all [[dFrags]] on so interminably it 's like watching a miserable relationship unfold in real time .",0.0,0.0,0,0,0,200,"Failed"
"[[stultifyingly]] , dumbfoundingly , mind-numbingly bad .","[[sfultifyingly]] , dumbfoundingly , mind-numbingly bad .",0.0,0.0,0,0,0,200,"Failed"
"[[overall]] the film feels like a low-budget tv pilot that could not find a buyer to play it on the tube .","[[oberall]] the film feels like a low-budget tv pilot that could not find a buyer to play it on the tube .",0.0,0.0,0,0,0,200,"Failed"
"[[like]] mike is a winner for kids , and no doubt a winner for lil bow wow , who can now add movies to the list of things he does well .","[[lUike]] mike is a winner for kids , and no doubt a winner for lil bow wow , who can now add movies to the list of things he does well .",0.0,0.0,1,1,1,200,"Failed"
"it 's so [[mediocre]] , despite the dynamic duo on the marquee , that we just ca n't get no satisfaction .","it 's so [[mddiocre]] , despite the dynamic duo on the marquee , that we just ca n't get no satisfaction .",0.0,0.0,0,0,0,200,"Failed"
"a [[rigorously]] structured and exquisitely filmed drama about a father and son connection that is a brief shooting star of love .","a [[rgiorously]] structured and exquisitely filmed drama about a father and son connection that is a brief shooting star of love .",0.0,0.0,1,1,1,200,"Failed"
"it [[takes]] a strange kind of laziness to waste the talents of robert forster , anne meara , eugene levy , and reginald veljohnson all in the same movie .","it [[tIakes]] a strange kind of laziness to waste the talents of robert forster , anne meara , eugene levy , and reginald veljohnson all in the same movie .",0.0,0.0,0,0,0,200,"Failed"
"the [[quality]] of the art combined with the humor and intelligence of the script allow the filmmakers to present the biblical message of forgiveness without it ever becoming preachy or syrupy .","the [[qQuality]] of the art combined with the humor and intelligence of the script allow the filmmakers to present the biblical message of forgiveness without it ever becoming preachy or syrupy .",0.0,0.0,1,1,1,200,"Failed"
