"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"Title: <SPLIT>Description: ""Md. Board Meeting Worries Democrats Republican-dominated election board met behind closed doors in deliberations that Democrats feared were aimed at ousting Elections Administrator Linda H. Lamone.&lt;BR&gt;\&lt;FONT face=""""verdana,MS Sans Serif,arial,helvetica"""" size=""""-2""""\ color=""""#666666""""&gt;&lt;B&gt;-The Washington Post&lt;/B&gt;&lt;/FONT&gt;""","Title: <SPLIT>Description: ""Md. Board Meeting Worries Democrats Republican-dominated election board met behind closed doors in deliberations that Democrats feared were aimed at ousting Elections Administrator Linda H. Lamone.&lt;BR&gt;\&lt;FONT face=""""verdana,MS Sans Serif,arial,helvetica"""" size=""""-2""""\ color=""""#666666""""&gt;&lt;B&gt;-The Washington Post&lt;/B&gt;&lt;/FONT&gt;""",1.0,1.0,2,2,3,1,"Skipped"
"[[Title]]: <SPLIT>Description: Air Canada to Buy 45 Aircraft From Embraer Scheduled to fly out of bankruptcy-court shelter this week, Air Canada announced a deal Wednesday to buy 45 Embraer aircraft in a deal worth at least \$1.","[[Tgitle]]: <SPLIT>Description: Air Canada to Buy 45 Aircraft From Embraer Scheduled to fly out of bankruptcy-court shelter this week, Air Canada announced a deal Wednesday to buy 45 Embraer aircraft in a deal worth at least \$1.",0.0,0.0,2,2,2,200,"Failed"
"[[Title]]: <SPLIT>Description: Broncos And Monday Night On The Road Don #39;t Mix The Bengals were happy to be back on Monday Night Football after a 15 year absence. From gameplan to execution, they looked very good.","[[Tifle]]: <SPLIT>Description: Broncos And Monday Night On The Road Don #39;t Mix The Bengals were happy to be back on Monday Night Football after a 15 year absence. From gameplan to execution, they looked very good.",0.0,0.0,1,1,1,200,"Failed"
"[[Title]]: <SPLIT>Description: China, Singapore Say World Must Help Calm Taiwan Row China and Singapore on Monday urged the international community to help calm Beijing #39;s dispute with Taiwan over its push for independence.","[[TiQtle]]: <SPLIT>Description: China, Singapore Say World Must Help Calm Taiwan Row China and Singapore on Monday urged the international community to help calm Beijing #39;s dispute with Taiwan over its push for independence.",0.0,0.0,0,0,0,200,"Failed"
"[[Title]]: <SPLIT>Description: Microsoft signs two Indian deals The announcement came as Microsoft chief executive Steve Ballmer opened the group #39;s new Indian headquarters in the city of Hyderabad.","[[TZitle]]: <SPLIT>Description: Microsoft signs two Indian deals The announcement came as Microsoft chief executive Steve Ballmer opened the group #39;s new Indian headquarters in the city of Hyderabad.",0.0,0.0,2,2,2,200,"Failed"
"Title: <SPLIT>Description: Jaguar Exit Throws F1 Deeper Into Turmoil  LONDON (Reuters) - Formula One, already struggling to shape  its future and put on a show, is staring into the abyss after  Ford's decision to pull out and sell its Jaguar team.","Title: <SPLIT>Description: Jaguar Exit Throws F1 Deeper Into Turmoil  LONDON (Reuters) - Formula One, already struggling to shape  its future and put on a show, is staring into the abyss after  Ford's decision to pull out and sell its Jaguar team.",1.0,1.0,2,2,1,1,"Skipped"
"Title: <SPLIT>[[Description]]: The Discreet Charm of the Very Bourgeois Toy Store? F.A.O. Schwarz may be shuttered and dark, but its catalog is somersaulting back in the direction of well-heeled children and the adults who indulge them.","Title: <SPLIT>[[DescrMiption]]: The Discreet Charm of the Very Bourgeois Toy Store? F.A.O. Schwarz may be shuttered and dark, but its catalog is somersaulting back in the direction of well-heeled children and the adults who indulge them.",0.0,1.0,2,0,2,200,"Successful"
"Title: <SPLIT>Description: Super ant colony hits Australia A giant 100km colony of ants  which has been discovered in Melbourne, Australia, could threaten local insect species.","Title: <SPLIT>Description: Super ant colony hits Australia A giant 100km colony of ants  which has been discovered in Melbourne, Australia, could threaten local insect species.",1.0,1.0,0,0,3,1,"Skipped"
"Title: <SPLIT>[[Description]]: HP Shifting Last of Itanium Engineers Hewlett-Packard Co. (HPQ.N: Quote, Profile, Research) and Intel Corp. (INTC.O: Quote, Profile, Research) on Wednesday ended their 10-year partnership to co-develop the Itanium chip ","Title: <SPLIT>[[DescripQtion]]: HP Shifting Last of Itanium Engineers Hewlett-Packard Co. (HPQ.N: Quote, Profile, Research) and Intel Corp. (INTC.O: Quote, Profile, Research) on Wednesday ended their 10-year partnership to co-develop the Itanium chip ",0.0,1.0,3,2,3,200,"Successful"
"[[Title]]: <SPLIT>Description: Plan to ease sale of Abbey shares Abbey National shareholders will no longer need to fill in complex Spanish tax forms if BSCH's bid to buy the UK firm succeeds. ","[[Tifle]]: <SPLIT>Description: Plan to ease sale of Abbey shares Abbey National shareholders will no longer need to fill in complex Spanish tax forms if BSCH's bid to buy the UK firm succeeds. ",0.0,0.0,2,2,2,200,"Failed"
"[[Title]]: <SPLIT>Description: Asia ; Freed UN Hostages Say Humbled by Support in Ordeal The UN workers, who helped to run a presidential election won last month by US-backed incumbent Karzai, discussed their ordeal with him at his presidential palace in the morning.","[[TTitle]]: <SPLIT>Description: Asia ; Freed UN Hostages Say Humbled by Support in Ordeal The UN workers, who helped to run a presidential election won last month by US-backed incumbent Karzai, discussed their ordeal with him at his presidential palace in the morning.",0.0,0.0,0,0,0,200,"Failed"
"Title: <SPLIT>Description: United States 66, Russia 62 Frustrated by fouls, turnovers and a feisty opponent, the United States desperately looked for help. Then along came Sheryl Swoopes to set things right.","Title: <SPLIT>Description: United States 66, Russia 62 Frustrated by fouls, turnovers and a feisty opponent, the United States desperately looked for help. Then along came Sheryl Swoopes to set things right.",1.0,1.0,0,0,1,1,"Skipped"
"[[Title]]: <SPLIT>Description: Four Israeli soldiers killed, Barghuti pulls out of presidential &lt;b&gt;...&lt;/b&gt; RAFAH, Gaza Strip (AFP) - Four Israeli soldiers were killed when Palestinian militants blew up a tunnel under an army post in Gaza, as jailed intifada leader Marwan Barghuti pulled out of the Palestinian elections.","[[TPitle]]: <SPLIT>Description: Four Israeli soldiers killed, Barghuti pulls out of presidential &lt;b&gt;...&lt;/b&gt; RAFAH, Gaza Strip (AFP) - Four Israeli soldiers were killed when Palestinian militants blew up a tunnel under an army post in Gaza, as jailed intifada leader Marwan Barghuti pulled out of the Palestinian elections.",0.0,0.0,0,0,0,200,"Failed"
"Title: <SPLIT>[[Description]]: Four pay price for India defeats India have dropped wicket-keeper Parthiv Patel and batsman Yuvraj Singh for the final Test against Australia. Opening batsman Aakash Chopra and seamer Ajit Agarkar were also left out after India conceded the ","Title: <SPLIT>[[DMescription]]: Four pay price for India defeats India have dropped wicket-keeper Parthiv Patel and batsman Yuvraj Singh for the final Test against Australia. Opening batsman Aakash Chopra and seamer Ajit Agarkar were also left out after India conceded the ",0.0,1.0,1,0,1,200,"Successful"
"[[Title]]: <SPLIT>Description: Austria to Extradite Turkish Underworld Figure  VIENNA (Reuters) - Convicted Turkish underworld boss  Alaattin Cakici, sought on charges of corruption and extortion,  will be extradited from Austria to Turkey, a district court  ruled on Monday.","[[TSitle]]: <SPLIT>Description: Austria to Extradite Turkish Underworld Figure  VIENNA (Reuters) - Convicted Turkish underworld boss  Alaattin Cakici, sought on charges of corruption and extortion,  will be extradited from Austria to Turkey, a district court  ruled on Monday.",0.0,0.0,0,0,0,200,"Failed"
"Title: <SPLIT>Description: Tiny telescope #39;s big discovery opens new doors [[WASHINGTON]] - A tiny telescope has spotted a giant planet circling a faraway star, using a technique that could open a new phase of planetary discovery.","Title: <SPLIT>Description: Tiny telescope #39;s big discovery opens new doors [[WAEHINGTON]] - A tiny telescope has spotted a giant planet circling a faraway star, using a technique that could open a new phase of planetary discovery.",0.0,1.0,3,0,3,200,"Successful"
"Title: <SPLIT>Description: Dollar Briefly Hits 4-Wk Low Vs Euro  LONDON (Reuters) - The dollar dipped to a four-week low  against the euro on Monday before rising slightly on  profit-taking, but steep oil prices and weak U.S. data  continued to fan worries about the health of the world's  largest economy.","Title: <SPLIT>Description: Dollar Briefly Hits 4-Wk Low Vs Euro  LONDON (Reuters) - The dollar dipped to a four-week low  against the euro on Monday before rising slightly on  profit-taking, but steep oil prices and weak U.S. data  continued to fan worries about the health of the world's  largest economy.",1.0,1.0,0,0,2,1,"Skipped"
"Title: <SPLIT>Description: The Wayne Rooney era begins at Manchester United Manchester United manager Alex Ferguson calls him the best English player in the last 30 years, and he #39;s expected to debut for the club Tuesday in its Champions League match at Old Trafford against Turkey #39;s Fenerbahce.","Title: <SPLIT>Description: The Wayne Rooney era begins at Manchester United Manchester United manager Alex Ferguson calls him the best English player in the last 30 years, and he #39;s expected to debut for the club Tuesday in its Champions League match at Old Trafford against Turkey #39;s Fenerbahce.",1.0,1.0,0,0,1,1,"Skipped"
"[[Title]]: <SPLIT>Description: AA takes soft option on cost cuts PENNY-PINCHING American Airlines is to remove the pillows from half its planes to save \$300,000 (163,000) a year. While the cost savings are small beer compared with the \$4bn a year American has slashed ","[[TiEtle]]: <SPLIT>Description: AA takes soft option on cost cuts PENNY-PINCHING American Airlines is to remove the pillows from half its planes to save \$300,000 (163,000) a year. While the cost savings are small beer compared with the \$4bn a year American has slashed ",0.0,0.0,2,2,2,200,"Failed"
"Title: <SPLIT>Description: Rumors Suggest Photo Ability To Be Added to iPod  quot;Apple has invested heavily in technology to edit pictures. Not having a portable device to show them seemed an obvious oversight that would be corrected once the price of the displays ","Title: <SPLIT>Description: Rumors Suggest Photo Ability To Be Added to iPod  quot;Apple has invested heavily in technology to edit pictures. Not having a portable device to show them seemed an obvious oversight that would be corrected once the price of the displays ",1.0,1.0,3,3,2,1,"Skipped"
"Title: <SPLIT>Description: US Bells Do Video on Path Blazed by Small Telcos The three largest US local telephone corporations made a splash this summer with plans to sell video services on their voice and data lines in a few years.","Title: <SPLIT>Description: US Bells Do Video on Path Blazed by Small Telcos The three largest US local telephone corporations made a splash this summer with plans to sell video services on their voice and data lines in a few years.",1.0,1.0,3,3,2,1,"Skipped"
"[[Title]]: <SPLIT>Description: 'Nano-needle' operates on cell Scientists have performed a delicate surgical operation on a single living cell, using a needle that is just a few billionths of a metre wide.","[[Taitle]]: <SPLIT>Description: 'Nano-needle' operates on cell Scientists have performed a delicate surgical operation on a single living cell, using a needle that is just a few billionths of a metre wide.",0.0,0.0,3,3,3,200,"Failed"
"Title: <SPLIT>[[Description]]: Games hammered with controversy The International Gymnastics Federation suspended three judges yesterday for a mistake they made in scoring the men #39;s all-around final, but said results would not be changed and Paul Hamm of the United States would keep his gold medal.","Title: <SPLIT>[[Ddscription]]: Games hammered with controversy The International Gymnastics Federation suspended three judges yesterday for a mistake they made in scoring the men #39;s all-around final, but said results would not be changed and Paul Hamm of the United States would keep his gold medal.",0.0,1.0,1,0,1,200,"Successful"
"Title: <SPLIT>Description: UPDATE 1-Rookie Johnson shares Buick lead with Funk Rookie Zach Johnson produced the day #39;s joint best score, a five-under-par 65, to join Fred Funk at the top of the leaderboard after the second round of the \$4.","Title: <SPLIT>Description: UPDATE 1-Rookie Johnson shares Buick lead with Funk Rookie Zach Johnson produced the day #39;s joint best score, a five-under-par 65, to join Fred Funk at the top of the leaderboard after the second round of the \$4.",1.0,1.0,0,0,1,1,"Skipped"
"Title: <SPLIT>Description: Toile Gets A Makeover The traditional pattern shakes its fussy image as designers give it a new look","Title: <SPLIT>Description: Toile Gets A Makeover The traditional pattern shakes its fussy image as designers give it a new look",1.0,1.0,3,3,2,1,"Skipped"
"[[Title]]: <SPLIT>Description: Motorists Submitting to High Gas Prices (AP) AP - Americans appear to be getting used to paying more to drive  #151; even if it means they have less money to buy other things. For example, Wal-Mart Stores Inc., the world's largest retailer, blamed disappointing sales in August on the fact that shoppers spent more just getting to and from its stores.","[[Thitle]]: <SPLIT>Description: Motorists Submitting to High Gas Prices (AP) AP - Americans appear to be getting used to paying more to drive  #151; even if it means they have less money to buy other things. For example, Wal-Mart Stores Inc., the world's largest retailer, blamed disappointing sales in August on the fact that shoppers spent more just getting to and from its stores.",0.0,0.0,2,2,2,200,"Failed"
"Title: <SPLIT>Description: Orioles 8, Devil Rays 0 Javy Lopez drove in four runs, Daniel Cabrera became the first rookie to win 10 games this season, and the Baltimore Orioles held the Tampa Bay Devil Rays to two hits in an 8-0 victory.","Title: <SPLIT>Description: Orioles 8, Devil Rays 0 Javy Lopez drove in four runs, Daniel Cabrera became the first rookie to win 10 games this season, and the Baltimore Orioles held the Tampa Bay Devil Rays to two hits in an 8-0 victory.",1.0,1.0,0,0,1,1,"Skipped"
"Title: <SPLIT>Description: [[Wake]] Forest survives at the NIT No. 1 Wake Forest used a 19-5 second half run to take the lead and then held off Arizona 63-60 to win the preseason NIT. Mustafa Shakur had a chance to take the lead in the final seconds, but he missed a runner in the lane.","Title: <SPLIT>Description: [[WTake]] Forest survives at the NIT No. 1 Wake Forest used a 19-5 second half run to take the lead and then held off Arizona 63-60 to win the preseason NIT. Mustafa Shakur had a chance to take the lead in the final seconds, but he missed a runner in the lane.",0.0,1.0,1,0,1,200,"Successful"
"Title: <SPLIT>Description: ""R.I.P. Gary Webb -- Unembedded Reporter The finest journalist ever to get fired for telling the truth is dead at age 49. The official cause of death on the death certificate will be suicide. But, as we shall see, he had much help getting to that point. The story of the life and death of Gary Webb says much about the state of American politics and what passes as """"journalism"""" in today's America. ""","Title: <SPLIT>Description: ""R.I.P. Gary Webb -- Unembedded Reporter The finest journalist ever to get fired for telling the truth is dead at age 49. The official cause of death on the death certificate will be suicide. But, as we shall see, he had much help getting to that point. The story of the life and death of Gary Webb says much about the state of American politics and what passes as """"journalism"""" in today's America. """,1.0,1.0,0,0,3,1,"Skipped"
"[[Title]]: <SPLIT>Description: Small computers can have multiple personalities, too BOSTON The jury is still out on whether a computer can ever truly be intelligent, but there is no question that it can have multiple personalities. It #39;s just a matter of software. We usually think of the processor chip as the brains of a computer. The ...","[[TUitle]]: <SPLIT>Description: Small computers can have multiple personalities, too BOSTON The jury is still out on whether a computer can ever truly be intelligent, but there is no question that it can have multiple personalities. It #39;s just a matter of software. We usually think of the processor chip as the brains of a computer. The ...",0.0,0.0,3,3,3,200,"Failed"
"Title: <SPLIT>Description: Happy returns for Cabrera Fly from New York to Colombia on Monday, be with your wife as she has surgery, make sure things are OK there, fly to Boston overnight on Tuesday and hit a game-winning home run in the 12th inning on Wednesday.","Title: <SPLIT>Description: Happy returns for Cabrera Fly from New York to Colombia on Monday, be with your wife as she has surgery, make sure things are OK there, fly to Boston overnight on Tuesday and hit a game-winning home run in the 12th inning on Wednesday.",1.0,1.0,0,0,1,1,"Skipped"
